City,State,crime_category_primary,crime_category_secondary,offense_count,incident_count
POOLESVILLE,MD,Crime Against Property,Identity Theft,99,99
POOLESVILLE,MD,Crime Against Property,Impersonation,6,6
POOLESVILLE,MD,Crime Against Property,Motor Vehicle Theft,29,29
POOLESVILLE,MD,Crime Against Property,Robbery,5,5
POOLESVILLE,MD,Crime Against Property,Shoplifting,9,9
POOLESVILLE,MD,Crime Against Property,Stolen Property Offenses,3,2
POOLESVILLE,MD,Crime Against Property,Theft from Building,23,23
POOLESVILLE,MD,Crime Against Property,Theft From Motor Vehicle,75,75
POOLESVILLE,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,34,34
POOLESVILLE,MD,Crime Against Property,Wire Fraud,3,3
POOLESVILLE,MD,Crime Against Society,All Other Offenses,464,460
POOLESVILLE,MD,Crime Against Society,Animal Cruelty,1,1
POOLESVILLE,MD,Crime Against Society,Disorderly Conduct,11,11
POOLESVILLE,MD,Crime Against Society,Driving Under the Influence,18,18
POOLESVILLE,MD,Crime Against Society,Drug Equipment Violations,8,8
POOLESVILLE,MD,Crime Against Society,Drug/Narcotic Violations,45,40
POOLESVILLE,MD,Crime Against Society,"Family Offenses, NonViolent",4,4
POOLESVILLE,MD,Crime Against Society,Liquor Law Violations,9,9
POOLESVILLE,MD,Crime Against Society,Pornography/Obscene Material,2,2
POOLESVILLE,MD,Crime Against Society,Trespass of Real Property,13,13
POOLESVILLE,MD,Crime Against Society,Weapon Law Violations,13,12
POTOMAC,MD,Crime Against Not a Crime,Justifiable Homicide,1,1
POTOMAC,MD,Crime Against Not a Crime,Runaway,73,73
POTOMAC,MD,Crime Against Person,Aggravated Assault,63,63
POTOMAC,MD,Crime Against Person,Forcible Fondling,33,33
POTOMAC,MD,Crime Against Person,Forcible Rape,60,49
POTOMAC,MD,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1,1
POTOMAC,MD,Crime Against Person,Incest,1,1
POTOMAC,MD,Crime Against Person,Intimidation,18,18
POTOMAC,MD,Crime Against Person,Kidnapping/Abduction,1,1
POTOMAC,MD,Crime Against Person,Murder and Nonnegligent Manslaughter,3,3
POTOMAC,MD,Crime Against Person,Simple Assault,451,449
POTOMAC,MD,Crime Against Person,Statuory Rape,3,3
POTOMAC,MD,Crime Against Property,All other Larceny,521,521
POTOMAC,MD,Crime Against Property,Arson,9,8
POTOMAC,MD,Crime Against Property,Burglary/Breaking and Entering,413,412
POTOMAC,MD,Crime Against Property,Counterfeiting/Forgery,170,170
POTOMAC,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,313,313
POTOMAC,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,558,556
POTOMAC,MD,Crime Against Property,Embezzlement,24,24
POTOMAC,MD,Crime Against Property,Extortion/Blackmail,32,32
POTOMAC,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,452,451
POTOMAC,MD,Crime Against Property,From Coin/Operated Machine or Device,2,2
POTOMAC,MD,Crime Against Property,Hacking/Computer Invasion,6,6
POTOMAC,MD,Crime Against Property,Identity Theft,797,797
POTOMAC,MD,Crime Against Property,Impersonation,136,136
POTOMAC,MD,Crime Against Property,Motor Vehicle Theft,180,179
POTOMAC,MD,Crime Against Property,Pocket/picking,16,16
POTOMAC,MD,Crime Against Property,Purse-snatching,7,7
POTOMAC,MD,Crime Against Property,Robbery,38,37
POTOMAC,MD,Crime Against Property,Shoplifting,168,168
POTOMAC,MD,Crime Against Property,Stolen Property Offenses,5,5
POTOMAC,MD,Crime Against Property,Theft from Building,285,285
POTOMAC,MD,Crime Against Property,Theft From Motor Vehicle,995,995
POTOMAC,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,144,144
POTOMAC,MD,Crime Against Property,Wire Fraud,19,19
POTOMAC,MD,Crime Against Society,All Other Offenses,3182,3170
POTOMAC,MD,Crime Against Society,Animal Cruelty,1,1
POTOMAC,MD,Crime Against Society,Disorderly Conduct,53,52
POTOMAC,MD,Crime Against Society,Driving Under the Influence,255,253
POTOMAC,MD,Crime Against Society,Drug Equipment Violations,20,20
POTOMAC,MD,Crime Against Society,Drug/Narcotic Violations,235,214
POTOMAC,MD,Crime Against Society,"Family Offenses, NonViolent",17,17
POTOMAC,MD,Crime Against Society,Liquor Law Violations,52,52
POTOMAC,MD,Crime Against Society,Pornography/Obscene Material,6,6
POTOMAC,MD,Crime Against Society,Prostitution,1,1
POTOMAC,MD,Crime Against Society,Trespass of Real Property,45,45
POTOMAC,MD,Crime Against Society,Weapon Law Violations,26,26
ROCKVILLE,MD,Crime Against Not a Crime,Justifiable Homicide,1,1
ROCKVILLE,MD,Crime Against Not a Crime,Runaway,746,746
ROCKVILLE,MD,Crime Against Person,Aggravated Assault,866,859
ROCKVILLE,MD,Crime Against Person,Forcible Fondling,449,447
ROCKVILLE,MD,Crime Against Person,Forcible Rape,623,540
ROCKVILLE,MD,Crime Against Person,"Human Trafficking, Commercial Sex Acts",41,41
ROCKVILLE,MD,Crime Against Person,"Human Trafficking, Involuntary Servitude",1,1
ROCKVILLE,MD,Crime Against Person,Intimidation,119,119
ROCKVILLE,MD,Crime Against Person,Kidnapping/Abduction,13,13
ROCKVILLE,MD,Crime Against Person,Murder and Nonnegligent Manslaughter,19,19
ROCKVILLE,MD,Crime Against Person,Simple Assault,5127,5095
ROCKVILLE,MD,Crime Against Person,Statuory Rape,12,12
ROCKVILLE,MD,Crime Against Property,All other Larceny,3445,3444
ROCKVILLE,MD,Crime Against Property,Arson,70,68
ROCKVILLE,MD,Crime Against Property,Burglary/Breaking and Entering,2038,2031
ROCKVILLE,MD,Crime Against Property,Counterfeiting/Forgery,662,657
ROCKVILLE,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,1214,1214
ROCKVILLE,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,4599,4580
ROCKVILLE,MD,Crime Against Property,Embezzlement,133,133
ROCKVILLE,MD,Crime Against Property,Extortion/Blackmail,100,100
ROCKVILLE,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,1603,1600
ROCKVILLE,MD,Crime Against Property,From Coin/Operated Machine or Device,8,8
ROCKVILLE,MD,Crime Against Property,Hacking/Computer Invasion,16,16
ROCKVILLE,MD,Crime Against Property,Identity Theft,1760,1760
ROCKVILLE,MD,Crime Against Property,Impersonation,242,242
ROCKVILLE,MD,Crime Against Property,Motor Vehicle Theft,2140,2137
ROCKVILLE,MD,Crime Against Property,Pocket/picking,157,157
ROCKVILLE,MD,Crime Against Property,Purse-snatching,60,60
ROCKVILLE,MD,Crime Against Property,Robbery,536,532
ROCKVILLE,MD,Crime Against Property,Shoplifting,3822,3822
ROCKVILLE,MD,Crime Against Property,Stolen Property Offenses,26,26
ROCKVILLE,MD,Crime Against Property,Theft from Building,3187,3187
ROCKVILLE,MD,Crime Against Property,Theft From Motor Vehicle,4921,4921
ROCKVILLE,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,1899,1899
ROCKVILLE,MD,Crime Against Property,Welfare Fraud,4,4
ROCKVILLE,MD,Crime Against Property,Wire Fraud,71,71
ROCKVILLE,MD,Crime Against Society,All Other Offenses,18762,18606
ROCKVILLE,MD,Crime Against Society,Animal Cruelty,16,16
ROCKVILLE,MD,Crime Against Society,Assisting or Promoting Prostitution,54,54
ROCKVILLE,MD,Crime Against Society,Curfew/Loitering/Vagrancy Violations,4,4
ROCKVILLE,MD,Crime Against Society,Disorderly Conduct,1074,1057
ROCKVILLE,MD,Crime Against Society,Driving Under the Influence,2601,2586
ROCKVILLE,MD,Crime Against Society,Drug Equipment Violations,382,382
ROCKVILLE,MD,Crime Against Society,Drug/Narcotic Violations,2834,2617
ROCKVILLE,MD,Crime Against Society,"Family Offenses, NonViolent",144,144
ROCKVILLE,MD,Crime Against Society,Liquor Law Violations,941,935
ROCKVILLE,MD,Crime Against Society,Pornography/Obscene Material,60,56
ROCKVILLE,MD,Crime Against Society,Prostitution,112,112
ROCKVILLE,MD,Crime Against Society,Trespass of Real Property,1207,1207
ROCKVILLE,MD,Crime Against Society,Weapon Law Violations,382,372
SANDY SPRING,MD,Crime Against Not a Crime,Runaway,8,8
SANDY SPRING,MD,Crime Against Person,Aggravated Assault,3,3
SANDY SPRING,MD,Crime Against Person,Forcible Fondling,17,17
SANDY SPRING,MD,Crime Against Person,Forcible Rape,10,8
SANDY SPRING,MD,Crime Against Person,Intimidation,1,1
SANDY SPRING,MD,Crime Against Person,Simple Assault,73,73
SANDY SPRING,MD,Crime Against Property,All other Larceny,44,44
SANDY SPRING,MD,Crime Against Property,Arson,3,3
SANDY SPRING,MD,Crime Against Property,Burglary/Breaking and Entering,32,32
SANDY SPRING,MD,Crime Against Property,Counterfeiting/Forgery,18,18
SANDY SPRING,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,14,14
SANDY SPRING,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,60,60
SANDY SPRING,MD,Crime Against Property,Embezzlement,3,3
SANDY SPRING,MD,Crime Against Property,Extortion/Blackmail,2,2
SANDY SPRING,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,19,19
SANDY SPRING,MD,Crime Against Property,Hacking/Computer Invasion,1,1
SANDY SPRING,MD,Crime Against Property,Identity Theft,22,22
SANDY SPRING,MD,Crime Against Property,Impersonation,1,1
SANDY SPRING,MD,Crime Against Property,Motor Vehicle Theft,9,9
SANDY SPRING,MD,Crime Against Property,Pocket/picking,2,2
SANDY SPRING,MD,Crime Against Property,Robbery,1,1
SANDY SPRING,MD,Crime Against Property,Shoplifting,1,1
SANDY SPRING,MD,Crime Against Property,Theft from Building,39,39
SANDY SPRING,MD,Crime Against Property,Theft From Motor Vehicle,39,39
SANDY SPRING,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,13,13
SANDY SPRING,MD,Crime Against Society,All Other Offenses,219,219
SANDY SPRING,MD,Crime Against Society,Disorderly Conduct,6,6
SANDY SPRING,MD,Crime Against Society,Driving Under the Influence,37,37
SANDY SPRING,MD,Crime Against Society,Drug Equipment Violations,1,1
SANDY SPRING,MD,Crime Against Society,Drug/Narcotic Violations,39,37
SANDY SPRING,MD,Crime Against Society,"Family Offenses, NonViolent",4,4
SANDY SPRING,MD,Crime Against Society,Liquor Law Violations,6,6
SANDY SPRING,MD,Crime Against Society,Pornography/Obscene Material,2,2
SANDY SPRING,MD,Crime Against Society,Prostitution,1,1
SANDY SPRING,MD,Crime Against Society,Trespass of Real Property,2,2
SANDY SPRING,MD,Crime Against Society,Weapon Law Violations,6,6
SILVER SPRING,MD,Crime Against Not a Crime,Justifiable Homicide,7,7
SILVER SPRING,MD,Crime Against Not a Crime,Runaway,1595,1595
SILVER SPRING,MD,Crime Against Person,Aggravated Assault,2381,2358
SILVER SPRING,MD,Crime Against Person,Forcible Fondling,774,772
SILVER SPRING,MD,Crime Against Person,Forcible Rape,1016,877
SILVER SPRING,MD,Crime Against Person,"Human Trafficking, Commercial Sex Acts",15,15
SILVER SPRING,MD,Crime Against Person,"Human Trafficking, Involuntary Servitude",1,1
SILVER SPRING,MD,Crime Against Person,Incest,3,3
SILVER SPRING,MD,Crime Against Person,Intimidation,127,127
SILVER SPRING,MD,Crime Against Person,Kidnapping/Abduction,30,30
SILVER SPRING,MD,Crime Against Person,Murder and Nonnegligent Manslaughter,77,76
SILVER SPRING,MD,Crime Against Person,Negligent Manslaughter,1,1
SILVER SPRING,MD,Crime Against Person,Simple Assault,10250,10180
SILVER SPRING,MD,Crime Against Person,Statuory Rape,35,35
SILVER SPRING,MD,Crime Against Property,All other Larceny,5851,5849
SILVER SPRING,MD,Crime Against Property,Arson,203,174
SILVER SPRING,MD,Crime Against Property,Burglary/Breaking and Entering,3998,3991
SILVER SPRING,MD,Crime Against Property,Counterfeiting/Forgery,1110,1106
SILVER SPRING,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,1829,1829
SILVER SPRING,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,8892,8855
SILVER SPRING,MD,Crime Against Property,Embezzlement,160,160
SILVER SPRING,MD,Crime Against Property,Extortion/Blackmail,162,162
SILVER SPRING,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,2613,2612
SILVER SPRING,MD,Crime Against Property,From Coin/Operated Machine or Device,28,28
SILVER SPRING,MD,Crime Against Property,Hacking/Computer Invasion,27,27
SILVER SPRING,MD,Crime Against Property,Identity Theft,2708,2708
SILVER SPRING,MD,Crime Against Property,Impersonation,332,332
SILVER SPRING,MD,Crime Against Property,Motor Vehicle Theft,6490,6480
SILVER SPRING,MD,Crime Against Property,Pocket/picking,319,319
SILVER SPRING,MD,Crime Against Property,Purse-snatching,209,209
SILVER SPRING,MD,Crime Against Property,Robbery,2307,2272
SILVER SPRING,MD,Crime Against Property,Shoplifting,7132,7132
SILVER SPRING,MD,Crime Against Property,Stolen Property Offenses,121,118
SILVER SPRING,MD,Crime Against Property,Theft from Building,4176,4176
SILVER SPRING,MD,Crime Against Property,Theft From Motor Vehicle,12003,12003
SILVER SPRING,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,5257,5257
SILVER SPRING,MD,Crime Against Property,Welfare Fraud,15,15
SILVER SPRING,MD,Crime Against Property,Wire Fraud,87,87
SILVER SPRING,MD,Crime Against Society,All Other Offenses,28740,28485
SILVER SPRING,MD,Crime Against Society,Animal Cruelty,39,39
SILVER SPRING,MD,Crime Against Society,Assisting or Promoting Prostitution,32,32
SILVER SPRING,MD,Crime Against Society,Curfew/Loitering/Vagrancy Violations,26,26
SILVER SPRING,MD,Crime Against Society,Disorderly Conduct,2700,2667
SILVER SPRING,MD,Crime Against Society,Driving Under the Influence,5147,5129
SILVER SPRING,MD,Crime Against Society,Drug Equipment Violations,998,998
SILVER SPRING,MD,Crime Against Society,Drug/Narcotic Violations,9436,8636
SILVER SPRING,MD,Crime Against Society,"Family Offenses, NonViolent",313,312
SILVER SPRING,MD,Crime Against Society,Liquor Law Violations,3568,3555
SILVER SPRING,MD,Crime Against Society,Pornography/Obscene Material,104,101
SILVER SPRING,MD,Crime Against Society,Prostitution,48,48
SILVER SPRING,MD,Crime Against Society,Trespass of Real Property,2132,2132
SILVER SPRING,MD,Crime Against Society,Weapon Law Violations,1358,1335
SPENCERVILLE,MD,Crime Against Not a Crime,Runaway,2,2
SPENCERVILLE,MD,Crime Against Person,Aggravated Assault,1,1
SPENCERVILLE,MD,Crime Against Person,Forcible Fondling,2,2
SPENCERVILLE,MD,Crime Against Person,Forcible Rape,1,1
SPENCERVILLE,MD,Crime Against Person,Simple Assault,17,17
SPENCERVILLE,MD,Crime Against Property,All other Larceny,19,19
SPENCERVILLE,MD,Crime Against Property,Burglary/Breaking and Entering,14,14
SPENCERVILLE,MD,Crime Against Property,Counterfeiting/Forgery,1,1
SPENCERVILLE,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,1,1
SPENCERVILLE,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,22,22
SPENCERVILLE,MD,Crime Against Property,Embezzlement,1,1
SPENCERVILLE,MD,Crime Against Property,Extortion/Blackmail,1,1
SPENCERVILLE,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,6,6
SPENCERVILLE,MD,Crime Against Property,Identity Theft,10,10
SPENCERVILLE,MD,Crime Against Property,Motor Vehicle Theft,9,9
SPENCERVILLE,MD,Crime Against Property,Theft from Building,4,4
SPENCERVILLE,MD,Crime Against Property,Theft From Motor Vehicle,17,17
SPENCERVILLE,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,7,7
SPENCERVILLE,MD,Crime Against Society,All Other Offenses,59,58
SPENCERVILLE,MD,Crime Against Society,Driving Under the Influence,14,14
SPENCERVILLE,MD,Crime Against Society,Drug/Narcotic Violations,4,4
SPENCERVILLE,MD,Crime Against Society,"Family Offenses, NonViolent",2,2
SPENCERVILLE,MD,Crime Against Society,Liquor Law Violations,1,1
SPENCERVILLE,MD,Crime Against Society,Trespass of Real Property,2,2
SPENCERVILLE,MD,Crime Against Society,Weapon Law Violations,1,1
TAKOMA PARK,MD,Crime Against Not a Crime,Runaway,132,132
TAKOMA PARK,MD,Crime Against Person,Aggravated Assault,274,272
TAKOMA PARK,MD,Crime Against Person,Forcible Fondling,81,81
TAKOMA PARK,MD,Crime Against Person,Forcible Rape,79,71
TAKOMA PARK,MD,Crime Against Person,"Human Trafficking, Commercial Sex Acts",4,4
TAKOMA PARK,MD,Crime Against Person,Incest,4,4
TAKOMA PARK,MD,Crime Against Person,Intimidation,24,24
TAKOMA PARK,MD,Crime Against Person,Kidnapping/Abduction,8,8
TAKOMA PARK,MD,Crime Against Person,Murder and Nonnegligent Manslaughter,4,4
TAKOMA PARK,MD,Crime Against Person,Simple Assault,883,876
TAKOMA PARK,MD,Crime Against Person,Statuory Rape,11,11
TAKOMA PARK,MD,Crime Against Property,All other Larceny,842,842
TAKOMA PARK,MD,Crime Against Property,Arson,15,12
TAKOMA PARK,MD,Crime Against Property,Burglary/Breaking and Entering,686,686
TAKOMA PARK,MD,Crime Against Property,Counterfeiting/Forgery,85,84
TAKOMA PARK,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,87,87
TAKOMA PARK,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,1676,1668
TAKOMA PARK,MD,Crime Against Property,Embezzlement,50,50
TAKOMA PARK,MD,Crime Against Property,Extortion/Blackmail,17,17
TAKOMA PARK,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,172,172
TAKOMA PARK,MD,Crime Against Property,From Coin/Operated Machine or Device,10,10
TAKOMA PARK,MD,Crime Against Property,Hacking/Computer Invasion,3,3
TAKOMA PARK,MD,Crime Against Property,Identity Theft,239,239
TAKOMA PARK,MD,Crime Against Property,Impersonation,28,28
TAKOMA PARK,MD,Crime Against Property,Motor Vehicle Theft,677,677
TAKOMA PARK,MD,Crime Against Property,Pocket/picking,18,18
TAKOMA PARK,MD,Crime Against Property,Purse-snatching,44,44
TAKOMA PARK,MD,Crime Against Property,Robbery,362,356
TAKOMA PARK,MD,Crime Against Property,Shoplifting,1660,1660
TAKOMA PARK,MD,Crime Against Property,Stolen Property Offenses,34,33
TAKOMA PARK,MD,Crime Against Property,Theft from Building,388,388
TAKOMA PARK,MD,Crime Against Property,Theft From Motor Vehicle,1914,1914
TAKOMA PARK,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,470,470
TAKOMA PARK,MD,Crime Against Property,Welfare Fraud,12,12
TAKOMA PARK,MD,Crime Against Property,Wire Fraud,17,17
TAKOMA PARK,MD,Crime Against Society,All Other Offenses,3712,3676
TAKOMA PARK,MD,Crime Against Society,Animal Cruelty,2,2
TAKOMA PARK,MD,Crime Against Society,Assisting or Promoting Prostitution,10,10
TAKOMA PARK,MD,Crime Against Society,Curfew/Loitering/Vagrancy Violations,6,6
TAKOMA PARK,MD,Crime Against Society,Disorderly Conduct,252,247
TAKOMA PARK,MD,Crime Against Society,Driving Under the Influence,216,216
TAKOMA PARK,MD,Crime Against Society,Drug Equipment Violations,91,91
TAKOMA PARK,MD,Crime Against Society,Drug/Narcotic Violations,605,563
TAKOMA PARK,MD,Crime Against Society,"Family Offenses, NonViolent",57,57
TAKOMA PARK,MD,Crime Against Society,Liquor Law Violations,115,115
TAKOMA PARK,MD,Crime Against Society,Pornography/Obscene Material,8,8
TAKOMA PARK,MD,Crime Against Society,Prostitution,8,8
TAKOMA PARK,MD,Crime Against Society,Trespass of Real Property,186,186
TAKOMA PARK,MD,Crime Against Society,Weapon Law Violations,104,102
WASHINGTON GROVE,MD,Crime Against Person,Aggravated Assault,1,1
WASHINGTON GROVE,MD,Crime Against Person,Forcible Rape,1,1
WASHINGTON GROVE,MD,Crime Against Person,Simple Assault,4,4
WASHINGTON GROVE,MD,Crime Against Property,All other Larceny,5,5
WASHINGTON GROVE,MD,Crime Against Property,Counterfeiting/Forgery,1,1
WASHINGTON GROVE,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,4,4
WASHINGTON GROVE,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,11,11
WASHINGTON GROVE,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,5,5
WASHINGTON GROVE,MD,Crime Against Property,Hacking/Computer Invasion,1,1
WASHINGTON GROVE,MD,Crime Against Property,Identity Theft,2,2
WASHINGTON GROVE,MD,Crime Against Property,Impersonation,3,3
WASHINGTON GROVE,MD,Crime Against Property,Motor Vehicle Theft,5,5
WASHINGTON GROVE,MD,Crime Against Property,Theft From Motor Vehicle,16,16
WASHINGTON GROVE,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,1,1
WASHINGTON GROVE,MD,Crime Against Society,All Other Offenses,24,24
WASHINGTON GROVE,MD,Crime Against Society,Disorderly Conduct,3,3
WASHINGTON GROVE,MD,Crime Against Society,Driving Under the Influence,2,2
WASHINGTON GROVE,MD,Crime Against Society,Drug/Narcotic Violations,3,3
WASHINGTON GROVE,MD,Crime Against Society,"Family Offenses, NonViolent",3,3
WASHINGTON GROVE,MD,Crime Against Society,Trespass of Real Property,1,1
WHEATON,MD,Crime Against Not a Crime,Runaway,431,431
WHEATON,MD,Crime Against Person,Aggravated Assault,556,552
WHEATON,MD,Crime Against Person,Forcible Fondling,216,214
WHEATON,MD,Crime Against Person,Forcible Rape,275,229
WHEATON,MD,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2,2
WHEATON,MD,Crime Against Person,Incest,1,1
WHEATON,MD,Crime Against Person,Intimidation,25,25
WHEATON,MD,Crime Against Person,Kidnapping/Abduction,12,12
WHEATON,MD,Crime Against Person,Murder and Nonnegligent Manslaughter,18,18
WHEATON,MD,Crime Against Person,Simple Assault,2445,2436
WHEATON,MD,Crime Against Person,Statuory Rape,11,11
WHEATON,MD,Crime Against Property,All other Larceny,1335,1335
WHEATON,MD,Crime Against Property,Arson,57,52
WHEATON,MD,Crime Against Property,Burglary/Breaking and Entering,810,808
WHEATON,MD,Crime Against Property,Counterfeiting/Forgery,209,208
WHEATON,MD,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,386,386
WHEATON,MD,Crime Against Property,Destruction/Damage/Vandalism of Property,1886,1883
WHEATON,MD,Crime Against Property,Embezzlement,40,40
WHEATON,MD,Crime Against Property,Extortion/Blackmail,39,39
WHEATON,MD,Crime Against Property,False Pretenses/Swindle/Confidence Game,551,550
WHEATON,MD,Crime Against Property,From Coin/Operated Machine or Device,8,8
WHEATON,MD,Crime Against Property,Hacking/Computer Invasion,5,5
WHEATON,MD,Crime Against Property,Identity Theft,593,593
WHEATON,MD,Crime Against Property,Impersonation,53,53
WHEATON,MD,Crime Against Property,Motor Vehicle Theft,1225,1225
WHEATON,MD,Crime Against Property,Pocket/picking,72,72
WHEATON,MD,Crime Against Property,Purse-snatching,78,78
WHEATON,MD,Crime Against Property,Robbery,529,527
WHEATON,MD,Crime Against Property,Shoplifting,4548,4548
WHEATON,MD,Crime Against Property,Stolen Property Offenses,18,17
WHEATON,MD,Crime Against Property,Theft from Building,1215,1214
WHEATON,MD,Crime Against Property,Theft From Motor Vehicle,2217,2217
WHEATON,MD,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,926,926
WHEATON,MD,Crime Against Property,Welfare Fraud,2,2
WHEATON,MD,Crime Against Property,Wire Fraud,11,11
WHEATON,MD,Crime Against Society,All Other Offenses,6662,6605
WHEATON,MD,Crime Against Society,Animal Cruelty,11,11
WHEATON,MD,Crime Against Society,Assisting or Promoting Prostitution,2,2
WHEATON,MD,Crime Against Society,Curfew/Loitering/Vagrancy Violations,3,3
WHEATON,MD,Crime Against Society,Disorderly Conduct,1149,1138
WHEATON,MD,Crime Against Society,Driving Under the Influence,1884,1882
WHEATON,MD,Crime Against Society,Drug Equipment Violations,218,218
WHEATON,MD,Crime Against Society,Drug/Narcotic Violations,2436,2280
WHEATON,MD,Crime Against Society,"Family Offenses, NonViolent",73,73
WHEATON,MD,Crime Against Society,Liquor Law Violations,1353,1350
WHEATON,MD,Crime Against Society,Pornography/Obscene Material,20,20
WHEATON,MD,Crime Against Society,Prostitution,8,8
WHEATON,MD,Crime Against Society,Trespass of Real Property,606,606
WHEATON,MD,Crime Against Society,Weapon Law Violations,367,362
