City,State,year_number,month_number,month_period,total_incidents,total_victims
SILVER SPRING,MD,2017,8,2017-08,1270,1295.0
SILVER SPRING,MD,2017,9,2017-09,1269,1283.0
SILVER SPRING,MD,2017,10,2017-10,1288,1307.0
SILVER SPRING,MD,2017,11,2017-11,1164,1176.0
SILVER SPRING,MD,2017,12,2017-12,1208,1220.0
SILVER SPRING,MD,2018,1,2018-01,1209,1224.0
SILVER SPRING,MD,2018,2,2018-02,1129,1146.0
SILVER SPRING,MD,2018,3,2018-03,1117,1132.0
SILVER SPRING,MD,2018,4,2018-04,1135,1157.0
SILVER SPRING,MD,2018,5,2018-05,1097,1122.0
SILVER SPRING,MD,2018,6,2018-06,1121,1148.0
SILVER SPRING,MD,2018,7,2018-07,1182,1202.0
SILVER SPRING,MD,2018,8,2018-08,1141,1160.0
SILVER SPRING,MD,2018,9,2018-09,1181,1202.0
SILVER SPRING,MD,2018,10,2018-10,1179,1199.0
SILVER SPRING,MD,2018,11,2018-11,1032,1052.0
SILVER SPRING,MD,2018,12,2018-12,1084,1111.0
SILVER SPRING,MD,2019,1,2019-01,1078,1097.0
SILVER SPRING,MD,2019,2,2019-02,1030,1052.0
SILVER SPRING,MD,2019,3,2019-03,1162,1181.0
SILVER SPRING,MD,2019,4,2019-04,1123,1140.0
SILVER SPRING,MD,2019,5,2019-05,1246,1272.0
SILVER SPRING,MD,2019,6,2019-06,1128,1157.0
SILVER SPRING,MD,2019,7,2019-07,1199,1210.0
SILVER SPRING,MD,2019,8,2019-08,1063,1082.0
SILVER SPRING,MD,2019,9,2019-09,1115,1143.0
SILVER SPRING,MD,2019,10,2019-10,1266,1287.0
SILVER SPRING,MD,2019,11,2019-11,1159,1179.0
SILVER SPRING,MD,2019,12,2019-12,1145,1157.0
SILVER SPRING,MD,2020,1,2020-01,1161,1182.0
SILVER SPRING,MD,2020,2,2020-02,1022,1040.0
SILVER SPRING,MD,2020,3,2020-03,1044,1065.0
SILVER SPRING,MD,2020,4,2020-04,753,760.0
SILVER SPRING,MD,2020,5,2020-05,891,908.0
SILVER SPRING,MD,2020,6,2020-06,836,857.0
SILVER SPRING,MD,2020,7,2020-07,898,910.0
SILVER SPRING,MD,2020,8,2020-08,890,914.0
SILVER SPRING,MD,2020,9,2020-09,919,939.0
SILVER SPRING,MD,2020,10,2020-10,918,934.0
SILVER SPRING,MD,2020,11,2020-11,889,917.0
SILVER SPRING,MD,2020,12,2020-12,877,893.0
SILVER SPRING,MD,2021,1,2021-01,833,852.0
SILVER SPRING,MD,2021,2,2021-02,735,758.0
SILVER SPRING,MD,2021,3,2021-03,971,995.0
SILVER SPRING,MD,2021,4,2021-04,834,859.0
SILVER SPRING,MD,2021,5,2021-05,887,897.0
SILVER SPRING,MD,2021,6,2021-06,963,986.0
SILVER SPRING,MD,2021,7,2021-07,931,961.0
SILVER SPRING,MD,2021,8,2021-08,892,912.0
SILVER SPRING,MD,2021,9,2021-09,920,949.0
SILVER SPRING,MD,2021,10,2021-10,1008,1039.0
SILVER SPRING,MD,2021,11,2021-11,945,972.0
SILVER SPRING,MD,2021,12,2021-12,992,1018.0
SILVER SPRING,MD,2022,1,2022-01,886,910.0
SILVER SPRING,MD,2022,2,2022-02,899,929.0
SILVER SPRING,MD,2022,3,2022-03,1026,1045.0
SILVER SPRING,MD,2022,4,2022-04,917,941.0
SILVER SPRING,MD,2022,5,2022-05,1058,1086.0
SILVER SPRING,MD,2022,6,2022-06,948,973.0
SILVER SPRING,MD,2022,7,2022-07,988,1006.0
SILVER SPRING,MD,2022,8,2022-08,1058,1089.0
SILVER SPRING,MD,2022,9,2022-09,1158,1184.0
SILVER SPRING,MD,2022,10,2022-10,1053,1081.0
SILVER SPRING,MD,2022,11,2022-11,1023,1051.0
SILVER SPRING,MD,2022,12,2022-12,1104,1135.0
SILVER SPRING,MD,2023,1,2023-01,1165,1201.0
SILVER SPRING,MD,2023,2,2023-02,1094,1122.0
SILVER SPRING,MD,2023,3,2023-03,1237,1263.0
SILVER SPRING,MD,2023,4,2023-04,1191,1223.0
SILVER SPRING,MD,2023,5,2023-05,1181,1214.0
SILVER SPRING,MD,2023,6,2023-06,1020,1053.0
SILVER SPRING,MD,2023,7,2023-07,1049,1071.0
SILVER SPRING,MD,2023,8,2023-08,834,856.0
SILVER SPRING,MD,2023,9,2023-09,843,882.0
SILVER SPRING,MD,2023,10,2023-10,942,978.0
SILVER SPRING,MD,2023,11,2023-11,927,942.0
SILVER SPRING,MD,2023,12,2023-12,894,928.0
SILVER SPRING,MD,2024,1,2024-01,841,868.0
SILVER SPRING,MD,2024,2,2024-02,853,880.0
SILVER SPRING,MD,2024,3,2024-03,1030,1056.0
SILVER SPRING,MD,2024,4,2024-04,1016,1042.0
SILVER SPRING,MD,2024,5,2024-05,1133,1165.0
SILVER SPRING,MD,2024,6,2024-06,1102,1130.0
SILVER SPRING,MD,2024,7,2024-07,1156,1191.0
SILVER SPRING,MD,2024,8,2024-08,1087,1107.0
SILVER SPRING,MD,2024,9,2024-09,1113,1151.0
SILVER SPRING,MD,2024,10,2024-10,1206,1235.0
SILVER SPRING,MD,2024,11,2024-11,1166,1188.0
SILVER SPRING,MD,2024,12,2024-12,1012,1034.0
SILVER SPRING,MD,2025,1,2025-01,962,973.0
SILVER SPRING,MD,2025,2,2025-02,918,946.0
SILVER SPRING,MD,2025,3,2025-03,1062,1081.0
SILVER SPRING,MD,2025,4,2025-04,1012,1038.0
SILVER SPRING,MD,2025,5,2025-05,1083,1112.0
SILVER SPRING,MD,2025,6,2025-06,978,1005.0
SILVER SPRING,MD,2025,7,2025-07,1040,1072.0
SILVER SPRING,MD,2025,8,2025-08,1029,1050.0
SILVER SPRING,MD,2025,9,2025-09,974,997.0
SILVER SPRING,MD,2025,10,2025-10,1013,1038.0
SILVER SPRING,MD,2025,11,2025-11,892,925.0
SILVER SPRING,MD,2025,12,2025-12,985,1006.0
SILVER SPRING,MD,2026,1,2026-01,978,996.0
SILVER SPRING,MD,2026,2,2026-02,800,819.0
SILVER SPRING,MD,2026,3,2026-03,918,948.0
SILVER SPRING,MD,2026,4,2026-04,846,866.0
SILVER SPRING,MD,2026,5,2026-05,996,1014.0
SILVER SPRING,MD,2026,6,2026-06,826,849.0
SILVER SPRING,MD,2026,7,2026-07,90,92.0
SPENCERVILLE,MD,2016,7,2016-07,4,4.0
SPENCERVILLE,MD,2016,8,2016-08,3,3.0
SPENCERVILLE,MD,2016,9,2016-09,2,3.0
SPENCERVILLE,MD,2016,10,2016-10,3,3.0
SPENCERVILLE,MD,2016,11,2016-11,2,2.0
SPENCERVILLE,MD,2016,12,2016-12,3,3.0
SPENCERVILLE,MD,2017,1,2017-01,1,1.0
SPENCERVILLE,MD,2017,2,2017-02,2,2.0
SPENCERVILLE,MD,2017,3,2017-03,2,2.0
SPENCERVILLE,MD,2017,4,2017-04,3,3.0
SPENCERVILLE,MD,2017,5,2017-05,5,5.0
SPENCERVILLE,MD,2017,6,2017-06,2,2.0
SPENCERVILLE,MD,2017,7,2017-07,1,1.0
SPENCERVILLE,MD,2017,8,2017-08,3,3.0
SPENCERVILLE,MD,2017,10,2017-10,1,1.0
SPENCERVILLE,MD,2017,11,2017-11,3,3.0
SPENCERVILLE,MD,2017,12,2017-12,1,1.0
SPENCERVILLE,MD,2018,1,2018-01,1,1.0
SPENCERVILLE,MD,2018,2,2018-02,1,1.0
SPENCERVILLE,MD,2018,4,2018-04,1,1.0
SPENCERVILLE,MD,2018,5,2018-05,2,2.0
SPENCERVILLE,MD,2018,6,2018-06,1,1.0
SPENCERVILLE,MD,2018,7,2018-07,3,3.0
SPENCERVILLE,MD,2018,8,2018-08,2,2.0
SPENCERVILLE,MD,2018,9,2018-09,1,1.0
SPENCERVILLE,MD,2018,10,2018-10,1,1.0
SPENCERVILLE,MD,2018,11,2018-11,3,3.0
SPENCERVILLE,MD,2019,2,2019-02,1,1.0
SPENCERVILLE,MD,2019,4,2019-04,1,1.0
SPENCERVILLE,MD,2019,6,2019-06,3,3.0
SPENCERVILLE,MD,2019,7,2019-07,2,2.0
SPENCERVILLE,MD,2019,8,2019-08,3,3.0
SPENCERVILLE,MD,2019,9,2019-09,1,1.0
SPENCERVILLE,MD,2019,11,2019-11,3,3.0
SPENCERVILLE,MD,2020,1,2020-01,2,2.0
SPENCERVILLE,MD,2020,3,2020-03,3,3.0
SPENCERVILLE,MD,2020,4,2020-04,2,2.0
SPENCERVILLE,MD,2020,5,2020-05,1,1.0
SPENCERVILLE,MD,2020,6,2020-06,2,2.0
SPENCERVILLE,MD,2020,7,2020-07,2,2.0
SPENCERVILLE,MD,2020,8,2020-08,1,1.0
SPENCERVILLE,MD,2020,10,2020-10,3,3.0
SPENCERVILLE,MD,2020,12,2020-12,1,1.0
SPENCERVILLE,MD,2021,1,2021-01,2,2.0
SPENCERVILLE,MD,2021,2,2021-02,1,1.0
SPENCERVILLE,MD,2021,3,2021-03,1,1.0
SPENCERVILLE,MD,2021,4,2021-04,4,4.0
SPENCERVILLE,MD,2021,5,2021-05,4,4.0
SPENCERVILLE,MD,2021,7,2021-07,1,1.0
SPENCERVILLE,MD,2021,8,2021-08,1,1.0
SPENCERVILLE,MD,2021,9,2021-09,5,5.0
SPENCERVILLE,MD,2021,10,2021-10,5,5.0
SPENCERVILLE,MD,2021,11,2021-11,3,3.0
SPENCERVILLE,MD,2021,12,2021-12,3,3.0
SPENCERVILLE,MD,2022,1,2022-01,1,1.0
SPENCERVILLE,MD,2022,3,2022-03,5,5.0
SPENCERVILLE,MD,2022,4,2022-04,2,2.0
SPENCERVILLE,MD,2022,5,2022-05,2,2.0
SPENCERVILLE,MD,2022,6,2022-06,3,3.0
SPENCERVILLE,MD,2022,8,2022-08,1,1.0
SPENCERVILLE,MD,2022,10,2022-10,3,3.0
SPENCERVILLE,MD,2022,12,2022-12,1,1.0
SPENCERVILLE,MD,2023,3,2023-03,2,2.0
SPENCERVILLE,MD,2023,4,2023-04,5,5.0
SPENCERVILLE,MD,2023,5,2023-05,3,4.0
SPENCERVILLE,MD,2023,6,2023-06,2,2.0
SPENCERVILLE,MD,2023,7,2023-07,3,3.0
SPENCERVILLE,MD,2023,8,2023-08,1,1.0
SPENCERVILLE,MD,2023,9,2023-09,2,2.0
SPENCERVILLE,MD,2023,10,2023-10,1,1.0
SPENCERVILLE,MD,2023,11,2023-11,1,1.0
SPENCERVILLE,MD,2024,2,2024-02,1,1.0
SPENCERVILLE,MD,2024,3,2024-03,1,1.0
SPENCERVILLE,MD,2024,4,2024-04,1,1.0
SPENCERVILLE,MD,2024,5,2024-05,3,3.0
SPENCERVILLE,MD,2024,6,2024-06,2,2.0
SPENCERVILLE,MD,2024,7,2024-07,1,1.0
SPENCERVILLE,MD,2024,8,2024-08,4,4.0
SPENCERVILLE,MD,2024,9,2024-09,1,1.0
SPENCERVILLE,MD,2024,10,2024-10,2,2.0
SPENCERVILLE,MD,2024,12,2024-12,4,4.0
SPENCERVILLE,MD,2025,2,2025-02,2,2.0
SPENCERVILLE,MD,2025,3,2025-03,1,1.0
SPENCERVILLE,MD,2025,4,2025-04,3,3.0
SPENCERVILLE,MD,2025,5,2025-05,4,4.0
SPENCERVILLE,MD,2025,6,2025-06,4,4.0
SPENCERVILLE,MD,2025,7,2025-07,1,1.0
SPENCERVILLE,MD,2025,8,2025-08,1,1.0
SPENCERVILLE,MD,2025,9,2025-09,2,2.0
SPENCERVILLE,MD,2025,12,2025-12,1,1.0
SPENCERVILLE,MD,2026,1,2026-01,3,3.0
SPENCERVILLE,MD,2026,4,2026-04,1,1.0
SPENCERVILLE,MD,2026,5,2026-05,1,1.0
SPENCERVILLE,MD,2026,6,2026-06,3,3.0
TAKOMA PARK,MD,2016,7,2016-07,89,89.0
TAKOMA PARK,MD,2016,8,2016-08,82,82.0
TAKOMA PARK,MD,2016,9,2016-09,83,86.0
TAKOMA PARK,MD,2016,10,2016-10,69,69.0
TAKOMA PARK,MD,2016,11,2016-11,66,67.0
TAKOMA PARK,MD,2016,12,2016-12,87,87.0
TAKOMA PARK,MD,2017,1,2017-01,103,104.0
TAKOMA PARK,MD,2017,2,2017-02,69,69.0
TAKOMA PARK,MD,2017,3,2017-03,77,78.0
TAKOMA PARK,MD,2017,4,2017-04,144,144.0
TAKOMA PARK,MD,2017,5,2017-05,156,156.0
TAKOMA PARK,MD,2017,6,2017-06,145,149.0
TAKOMA PARK,MD,2017,7,2017-07,120,121.0
TAKOMA PARK,MD,2017,8,2017-08,156,156.0
TAKOMA PARK,MD,2017,9,2017-09,147,148.0
TAKOMA PARK,MD,2017,10,2017-10,138,139.0
TAKOMA PARK,MD,2017,11,2017-11,144,146.0
TAKOMA PARK,MD,2017,12,2017-12,137,138.0
TAKOMA PARK,MD,2018,1,2018-01,123,129.0
TAKOMA PARK,MD,2018,2,2018-02,120,124.0
TAKOMA PARK,MD,2018,3,2018-03,148,151.0
TAKOMA PARK,MD,2018,4,2018-04,127,129.0
TAKOMA PARK,MD,2018,5,2018-05,127,127.0
TAKOMA PARK,MD,2018,6,2018-06,144,145.0
TAKOMA PARK,MD,2018,7,2018-07,103,104.0
TAKOMA PARK,MD,2018,8,2018-08,107,107.0
TAKOMA PARK,MD,2018,9,2018-09,90,93.0
TAKOMA PARK,MD,2018,10,2018-10,126,126.0
TAKOMA PARK,MD,2018,11,2018-11,125,130.0
TAKOMA PARK,MD,2018,12,2018-12,128,129.0
TAKOMA PARK,MD,2019,1,2019-01,108,113.0
TAKOMA PARK,MD,2019,2,2019-02,94,95.0
TAKOMA PARK,MD,2019,3,2019-03,127,130.0
TAKOMA PARK,MD,2019,4,2019-04,132,136.0
TAKOMA PARK,MD,2019,5,2019-05,169,171.0
TAKOMA PARK,MD,2019,6,2019-06,119,122.0
TAKOMA PARK,MD,2019,7,2019-07,102,103.0
TAKOMA PARK,MD,2019,8,2019-08,149,152.0
TAKOMA PARK,MD,2019,9,2019-09,110,111.0
TAKOMA PARK,MD,2019,10,2019-10,129,132.0
TAKOMA PARK,MD,2019,11,2019-11,120,121.0
TAKOMA PARK,MD,2019,12,2019-12,115,116.0
TAKOMA PARK,MD,2020,1,2020-01,148,152.0
TAKOMA PARK,MD,2020,2,2020-02,134,134.0
TAKOMA PARK,MD,2020,3,2020-03,121,123.0
TAKOMA PARK,MD,2020,4,2020-04,94,96.0
TAKOMA PARK,MD,2020,5,2020-05,118,119.0
TAKOMA PARK,MD,2020,6,2020-06,96,96.0
TAKOMA PARK,MD,2020,7,2020-07,112,114.0
TAKOMA PARK,MD,2020,8,2020-08,125,126.0
TAKOMA PARK,MD,2020,9,2020-09,115,115.0
TAKOMA PARK,MD,2020,10,2020-10,99,101.0
TAKOMA PARK,MD,2020,11,2020-11,97,97.0
TAKOMA PARK,MD,2020,12,2020-12,103,104.0
TAKOMA PARK,MD,2021,1,2021-01,100,103.0
TAKOMA PARK,MD,2021,2,2021-02,120,123.0
TAKOMA PARK,MD,2021,3,2021-03,136,138.0
TAKOMA PARK,MD,2021,4,2021-04,113,115.0
TAKOMA PARK,MD,2021,5,2021-05,111,115.0
TAKOMA PARK,MD,2021,6,2021-06,121,121.0
TAKOMA PARK,MD,2021,7,2021-07,110,110.0
TAKOMA PARK,MD,2021,8,2021-08,107,110.0
TAKOMA PARK,MD,2021,9,2021-09,100,102.0
TAKOMA PARK,MD,2021,10,2021-10,125,125.0
TAKOMA PARK,MD,2021,11,2021-11,96,99.0
TAKOMA PARK,MD,2021,12,2021-12,112,112.0
TAKOMA PARK,MD,2022,1,2022-01,91,91.0
TAKOMA PARK,MD,2022,2,2022-02,101,106.0
TAKOMA PARK,MD,2022,3,2022-03,142,143.0
TAKOMA PARK,MD,2022,4,2022-04,120,121.0
TAKOMA PARK,MD,2022,5,2022-05,128,130.0
TAKOMA PARK,MD,2022,6,2022-06,147,147.0
TAKOMA PARK,MD,2022,7,2022-07,129,132.0
TAKOMA PARK,MD,2022,8,2022-08,131,131.0
TAKOMA PARK,MD,2022,9,2022-09,134,137.0
TAKOMA PARK,MD,2022,10,2022-10,125,127.0
TAKOMA PARK,MD,2022,11,2022-11,138,138.0
TAKOMA PARK,MD,2022,12,2022-12,139,140.0
TAKOMA PARK,MD,2023,1,2023-01,163,164.0
TAKOMA PARK,MD,2023,2,2023-02,160,160.0
TAKOMA PARK,MD,2023,3,2023-03,182,183.0
TAKOMA PARK,MD,2023,4,2023-04,148,149.0
TAKOMA PARK,MD,2023,5,2023-05,137,137.0
TAKOMA PARK,MD,2023,6,2023-06,152,153.0
TAKOMA PARK,MD,2023,7,2023-07,134,135.0
TAKOMA PARK,MD,2023,8,2023-08,153,153.0
TAKOMA PARK,MD,2023,9,2023-09,108,110.0
TAKOMA PARK,MD,2023,10,2023-10,139,139.0
TAKOMA PARK,MD,2023,11,2023-11,164,166.0
TAKOMA PARK,MD,2023,12,2023-12,107,108.0
TAKOMA PARK,MD,2024,1,2024-01,142,142.0
TAKOMA PARK,MD,2024,2,2024-02,202,204.0
TAKOMA PARK,MD,2024,3,2024-03,205,206.0
TAKOMA PARK,MD,2024,4,2024-04,184,185.0
TAKOMA PARK,MD,2024,5,2024-05,243,245.0
TAKOMA PARK,MD,2024,6,2024-06,190,191.0
TAKOMA PARK,MD,2024,7,2024-07,258,260.0
TAKOMA PARK,MD,2024,8,2024-08,198,200.0
TAKOMA PARK,MD,2024,9,2024-09,111,113.0
TAKOMA PARK,MD,2024,10,2024-10,145,147.0
TAKOMA PARK,MD,2024,11,2024-11,103,103.0
TAKOMA PARK,MD,2024,12,2024-12,92,94.0
TAKOMA PARK,MD,2025,1,2025-01,102,102.0
TAKOMA PARK,MD,2025,2,2025-02,91,92.0
TAKOMA PARK,MD,2025,3,2025-03,139,141.0
TAKOMA PARK,MD,2025,4,2025-04,119,120.0
TAKOMA PARK,MD,2025,5,2025-05,124,125.0
TAKOMA PARK,MD,2025,6,2025-06,116,116.0
TAKOMA PARK,MD,2025,7,2025-07,117,118.0
TAKOMA PARK,MD,2025,8,2025-08,123,123.0
TAKOMA PARK,MD,2025,9,2025-09,105,105.0
TAKOMA PARK,MD,2025,10,2025-10,109,109.0
TAKOMA PARK,MD,2025,11,2025-11,111,112.0
TAKOMA PARK,MD,2025,12,2025-12,107,108.0
TAKOMA PARK,MD,2026,1,2026-01,83,89.0
TAKOMA PARK,MD,2026,2,2026-02,104,104.0
TAKOMA PARK,MD,2026,3,2026-03,98,99.0
TAKOMA PARK,MD,2026,4,2026-04,79,80.0
TAKOMA PARK,MD,2026,5,2026-05,104,106.0
TAKOMA PARK,MD,2026,6,2026-06,87,89.0
TAKOMA PARK,MD,2026,7,2026-07,12,12.0
WASHINGTON GROVE,MD,2016,8,2016-08,1,1.0
WASHINGTON GROVE,MD,2016,9,2016-09,3,3.0
WASHINGTON GROVE,MD,2016,10,2016-10,3,3.0
WASHINGTON GROVE,MD,2016,12,2016-12,1,1.0
WASHINGTON GROVE,MD,2017,1,2017-01,3,3.0
WASHINGTON GROVE,MD,2017,2,2017-02,3,3.0
WASHINGTON GROVE,MD,2017,3,2017-03,1,1.0
WASHINGTON GROVE,MD,2017,4,2017-04,1,1.0
WASHINGTON GROVE,MD,2017,6,2017-06,1,1.0
WASHINGTON GROVE,MD,2017,10,2017-10,2,2.0
WASHINGTON GROVE,MD,2017,11,2017-11,1,1.0
WASHINGTON GROVE,MD,2017,12,2017-12,1,1.0
WASHINGTON GROVE,MD,2018,1,2018-01,3,4.0
WASHINGTON GROVE,MD,2018,5,2018-05,1,1.0
WASHINGTON GROVE,MD,2018,6,2018-06,1,1.0
WASHINGTON GROVE,MD,2018,7,2018-07,1,1.0
WASHINGTON GROVE,MD,2018,8,2018-08,1,1.0
WASHINGTON GROVE,MD,2018,9,2018-09,1,1.0
WASHINGTON GROVE,MD,2018,10,2018-10,1,1.0
WASHINGTON GROVE,MD,2018,12,2018-12,1,1.0
WASHINGTON GROVE,MD,2019,3,2019-03,1,1.0
WASHINGTON GROVE,MD,2019,4,2019-04,1,1.0
WASHINGTON GROVE,MD,2019,7,2019-07,2,2.0
WASHINGTON GROVE,MD,2019,9,2019-09,2,2.0
WASHINGTON GROVE,MD,2019,10,2019-10,1,1.0
WASHINGTON GROVE,MD,2019,12,2019-12,2,2.0
WASHINGTON GROVE,MD,2020,1,2020-01,3,3.0
WASHINGTON GROVE,MD,2020,2,2020-02,1,1.0
WASHINGTON GROVE,MD,2020,3,2020-03,1,1.0
WASHINGTON GROVE,MD,2020,4,2020-04,1,1.0
WASHINGTON GROVE,MD,2020,5,2020-05,1,1.0
WASHINGTON GROVE,MD,2020,6,2020-06,2,2.0
WASHINGTON GROVE,MD,2020,8,2020-08,1,1.0
WASHINGTON GROVE,MD,2020,9,2020-09,1,1.0
WASHINGTON GROVE,MD,2020,10,2020-10,1,1.0
WASHINGTON GROVE,MD,2020,11,2020-11,1,1.0
WASHINGTON GROVE,MD,2020,12,2020-12,3,3.0
WASHINGTON GROVE,MD,2021,5,2021-05,1,1.0
WASHINGTON GROVE,MD,2021,7,2021-07,1,1.0
WASHINGTON GROVE,MD,2021,8,2021-08,1,1.0
WASHINGTON GROVE,MD,2021,11,2021-11,1,1.0
WASHINGTON GROVE,MD,2021,12,2021-12,1,1.0
WASHINGTON GROVE,MD,2022,1,2022-01,1,1.0
WASHINGTON GROVE,MD,2022,6,2022-06,1,1.0
WASHINGTON GROVE,MD,2022,7,2022-07,1,1.0
WASHINGTON GROVE,MD,2022,12,2022-12,1,1.0
WASHINGTON GROVE,MD,2023,9,2023-09,1,1.0
WASHINGTON GROVE,MD,2023,12,2023-12,4,4.0
WASHINGTON GROVE,MD,2024,8,2024-08,1,1.0
WASHINGTON GROVE,MD,2024,10,2024-10,2,2.0
WASHINGTON GROVE,MD,2025,1,2025-01,1,1.0
WASHINGTON GROVE,MD,2025,2,2025-02,2,2.0
WASHINGTON GROVE,MD,2025,5,2025-05,3,3.0
WASHINGTON GROVE,MD,2026,2,2026-02,10,10.0
WASHINGTON GROVE,MD,2026,3,2026-03,1,1.0
WASHINGTON GROVE,MD,2026,4,2026-04,1,1.0
WASHINGTON GROVE,MD,2026,5,2026-05,3,3.0
WHEATON,MD,2016,7,2016-07,323,330.0
WHEATON,MD,2016,8,2016-08,361,367.0
WHEATON,MD,2016,9,2016-09,351,355.0
WHEATON,MD,2016,10,2016-10,315,317.0
WHEATON,MD,2016,11,2016-11,303,306.0
WHEATON,MD,2016,12,2016-12,304,307.0
WHEATON,MD,2017,1,2017-01,317,322.0
WHEATON,MD,2017,2,2017-02,283,285.0
WHEATON,MD,2017,3,2017-03,364,369.0
WHEATON,MD,2017,4,2017-04,345,351.0
WHEATON,MD,2017,5,2017-05,338,342.0
WHEATON,MD,2017,6,2017-06,310,316.0
WHEATON,MD,2017,7,2017-07,341,345.0
WHEATON,MD,2017,8,2017-08,347,355.0
WHEATON,MD,2017,9,2017-09,299,301.0
WHEATON,MD,2017,10,2017-10,335,342.0
WHEATON,MD,2017,11,2017-11,313,320.0
WHEATON,MD,2017,12,2017-12,268,271.0
WHEATON,MD,2018,1,2018-01,316,322.0
WHEATON,MD,2018,2,2018-02,322,324.0
WHEATON,MD,2018,3,2018-03,320,324.0
WHEATON,MD,2018,4,2018-04,284,289.0
WHEATON,MD,2018,5,2018-05,312,316.0
WHEATON,MD,2018,6,2018-06,406,413.0
WHEATON,MD,2018,7,2018-07,423,430.0
WHEATON,MD,2018,8,2018-08,336,341.0
WHEATON,MD,2018,9,2018-09,284,292.0
WHEATON,MD,2018,10,2018-10,326,328.0
WHEATON,MD,2018,11,2018-11,336,343.0
WHEATON,MD,2018,12,2018-12,278,285.0
WHEATON,MD,2019,1,2019-01,245,247.0
WHEATON,MD,2019,2,2019-02,252,255.0
WHEATON,MD,2019,3,2019-03,342,350.0
WHEATON,MD,2019,4,2019-04,324,326.0
WHEATON,MD,2019,5,2019-05,325,333.0
WHEATON,MD,2019,6,2019-06,291,295.0
WHEATON,MD,2019,7,2019-07,312,315.0
WHEATON,MD,2019,8,2019-08,271,276.0
WHEATON,MD,2019,9,2019-09,294,303.0
WHEATON,MD,2019,10,2019-10,279,286.0
WHEATON,MD,2019,11,2019-11,299,304.0
WHEATON,MD,2019,12,2019-12,290,297.0
WHEATON,MD,2020,1,2020-01,290,294.0
WHEATON,MD,2020,2,2020-02,254,258.0
WHEATON,MD,2020,3,2020-03,221,224.0
WHEATON,MD,2020,4,2020-04,132,134.0
WHEATON,MD,2020,5,2020-05,192,199.0
WHEATON,MD,2020,6,2020-06,149,149.0
WHEATON,MD,2020,7,2020-07,193,197.0
WHEATON,MD,2020,8,2020-08,171,178.0
WHEATON,MD,2020,9,2020-09,205,208.0
WHEATON,MD,2020,10,2020-10,222,225.0
WHEATON,MD,2020,11,2020-11,204,210.0
WHEATON,MD,2020,12,2020-12,234,240.0
WHEATON,MD,2021,1,2021-01,219,224.0
WHEATON,MD,2021,2,2021-02,174,179.0
WHEATON,MD,2021,3,2021-03,223,228.0
WHEATON,MD,2021,4,2021-04,177,181.0
WHEATON,MD,2021,5,2021-05,190,198.0
WHEATON,MD,2021,6,2021-06,187,190.0
WHEATON,MD,2021,7,2021-07,221,224.0
WHEATON,MD,2021,8,2021-08,189,194.0
WHEATON,MD,2021,9,2021-09,207,209.0
WHEATON,MD,2021,10,2021-10,217,219.0
WHEATON,MD,2021,11,2021-11,222,229.0
WHEATON,MD,2021,12,2021-12,268,271.0
WHEATON,MD,2022,1,2022-01,223,225.0
WHEATON,MD,2022,2,2022-02,208,208.0
WHEATON,MD,2022,3,2022-03,266,269.0
WHEATON,MD,2022,4,2022-04,214,216.0
WHEATON,MD,2022,5,2022-05,226,233.0
WHEATON,MD,2022,6,2022-06,227,229.0
WHEATON,MD,2022,7,2022-07,225,230.0
WHEATON,MD,2022,8,2022-08,216,220.0
WHEATON,MD,2022,9,2022-09,257,264.0
WHEATON,MD,2022,10,2022-10,268,274.0
WHEATON,MD,2022,11,2022-11,257,261.0
WHEATON,MD,2022,12,2022-12,274,279.0
WHEATON,MD,2023,1,2023-01,264,271.0
WHEATON,MD,2023,2,2023-02,279,290.0
WHEATON,MD,2023,3,2023-03,299,305.0
WHEATON,MD,2023,4,2023-04,294,297.0
WHEATON,MD,2023,5,2023-05,281,286.0
WHEATON,MD,2023,6,2023-06,295,302.0
WHEATON,MD,2023,7,2023-07,286,291.0
WHEATON,MD,2023,8,2023-08,228,229.0
WHEATON,MD,2023,9,2023-09,236,243.0
WHEATON,MD,2023,10,2023-10,218,223.0
WHEATON,MD,2023,11,2023-11,241,243.0
WHEATON,MD,2023,12,2023-12,255,261.0
WHEATON,MD,2024,1,2024-01,257,261.0
WHEATON,MD,2024,2,2024-02,313,322.0
WHEATON,MD,2024,3,2024-03,300,310.0
WHEATON,MD,2024,4,2024-04,327,344.0
WHEATON,MD,2024,5,2024-05,322,330.0
WHEATON,MD,2024,6,2024-06,262,271.0
WHEATON,MD,2024,7,2024-07,261,262.0
WHEATON,MD,2024,8,2024-08,250,257.0
WHEATON,MD,2024,9,2024-09,281,289.0
WHEATON,MD,2024,10,2024-10,362,369.0
WHEATON,MD,2024,11,2024-11,289,293.0
WHEATON,MD,2024,12,2024-12,293,298.0
WHEATON,MD,2025,1,2025-01,261,265.0
WHEATON,MD,2025,2,2025-02,217,219.0
WHEATON,MD,2025,3,2025-03,287,289.0
WHEATON,MD,2025,4,2025-04,229,234.0
WHEATON,MD,2025,5,2025-05,266,280.0
WHEATON,MD,2025,6,2025-06,271,275.0
WHEATON,MD,2025,7,2025-07,282,292.0
WHEATON,MD,2025,8,2025-08,263,268.0
WHEATON,MD,2025,9,2025-09,284,286.0
WHEATON,MD,2025,10,2025-10,268,271.0
