City,State,year_number,month_number,month_period,total_incidents,total_victims
GAITHERSBURG,MD,2021,9,2021-09,546,555.0
GAITHERSBURG,MD,2021,10,2021-10,590,603.0
GAITHERSBURG,MD,2021,11,2021-11,509,521.0
GAITHERSBURG,MD,2021,12,2021-12,515,529.0
GAITHERSBURG,MD,2022,1,2022-01,515,531.0
GAITHERSBURG,MD,2022,2,2022-02,564,590.0
GAITHERSBURG,MD,2022,3,2022-03,579,592.0
GAITHERSBURG,MD,2022,4,2022-04,511,522.0
GAITHERSBURG,MD,2022,5,2022-05,605,620.0
GAITHERSBURG,MD,2022,6,2022-06,603,610.0
GAITHERSBURG,MD,2022,7,2022-07,578,593.0
GAITHERSBURG,MD,2022,8,2022-08,614,628.0
GAITHERSBURG,MD,2022,9,2022-09,586,600.0
GAITHERSBURG,MD,2022,10,2022-10,582,593.0
GAITHERSBURG,MD,2022,11,2022-11,520,532.0
GAITHERSBURG,MD,2022,12,2022-12,573,582.0
GAITHERSBURG,MD,2023,1,2023-01,535,551.0
GAITHERSBURG,MD,2023,2,2023-02,509,521.0
GAITHERSBURG,MD,2023,3,2023-03,645,669.0
GAITHERSBURG,MD,2023,4,2023-04,538,550.0
GAITHERSBURG,MD,2023,5,2023-05,610,619.0
GAITHERSBURG,MD,2023,6,2023-06,617,626.0
GAITHERSBURG,MD,2023,7,2023-07,490,510.0
GAITHERSBURG,MD,2023,8,2023-08,465,478.0
GAITHERSBURG,MD,2023,9,2023-09,434,446.0
GAITHERSBURG,MD,2023,10,2023-10,523,541.0
GAITHERSBURG,MD,2023,11,2023-11,487,506.0
GAITHERSBURG,MD,2023,12,2023-12,437,449.0
GAITHERSBURG,MD,2024,1,2024-01,405,429.0
GAITHERSBURG,MD,2024,2,2024-02,443,458.0
GAITHERSBURG,MD,2024,3,2024-03,543,552.0
GAITHERSBURG,MD,2024,4,2024-04,488,498.0
GAITHERSBURG,MD,2024,5,2024-05,532,544.0
GAITHERSBURG,MD,2024,6,2024-06,489,512.0
GAITHERSBURG,MD,2024,7,2024-07,534,543.0
GAITHERSBURG,MD,2024,8,2024-08,550,556.0
GAITHERSBURG,MD,2024,9,2024-09,571,593.0
GAITHERSBURG,MD,2024,10,2024-10,532,546.0
GAITHERSBURG,MD,2024,11,2024-11,482,492.0
GAITHERSBURG,MD,2024,12,2024-12,470,475.0
GAITHERSBURG,MD,2025,1,2025-01,447,455.0
GAITHERSBURG,MD,2025,2,2025-02,408,418.0
GAITHERSBURG,MD,2025,3,2025-03,464,482.0
GAITHERSBURG,MD,2025,4,2025-04,456,465.0
GAITHERSBURG,MD,2025,5,2025-05,512,532.0
GAITHERSBURG,MD,2025,6,2025-06,440,445.0
GAITHERSBURG,MD,2025,7,2025-07,480,489.0
GAITHERSBURG,MD,2025,8,2025-08,465,475.0
GAITHERSBURG,MD,2025,9,2025-09,467,487.0
GAITHERSBURG,MD,2025,10,2025-10,491,499.0
GAITHERSBURG,MD,2025,11,2025-11,427,440.0
GAITHERSBURG,MD,2025,12,2025-12,423,428.0
GAITHERSBURG,MD,2026,1,2026-01,445,454.0
GAITHERSBURG,MD,2026,2,2026-02,430,435.0
GAITHERSBURG,MD,2026,3,2026-03,437,448.0
GAITHERSBURG,MD,2026,4,2026-04,410,422.0
GAITHERSBURG,MD,2026,5,2026-05,477,492.0
GAITHERSBURG,MD,2026,6,2026-06,410,426.0
GAITHERSBURG,MD,2026,7,2026-07,76,77.0
GARRETT PARK,MD,2016,7,2016-07,1,1.0
GARRETT PARK,MD,2016,8,2016-08,2,2.0
GARRETT PARK,MD,2016,9,2016-09,2,2.0
GARRETT PARK,MD,2016,10,2016-10,4,4.0
GARRETT PARK,MD,2016,11,2016-11,1,1.0
GARRETT PARK,MD,2016,12,2016-12,3,3.0
GARRETT PARK,MD,2017,1,2017-01,1,1.0
GARRETT PARK,MD,2017,3,2017-03,2,2.0
GARRETT PARK,MD,2017,5,2017-05,2,2.0
GARRETT PARK,MD,2017,6,2017-06,1,1.0
GARRETT PARK,MD,2017,7,2017-07,1,1.0
GARRETT PARK,MD,2017,9,2017-09,1,1.0
GARRETT PARK,MD,2017,12,2017-12,3,3.0
GARRETT PARK,MD,2018,1,2018-01,1,1.0
GARRETT PARK,MD,2018,2,2018-02,3,3.0
GARRETT PARK,MD,2018,3,2018-03,1,1.0
GARRETT PARK,MD,2018,4,2018-04,5,5.0
GARRETT PARK,MD,2018,5,2018-05,2,2.0
GARRETT PARK,MD,2018,6,2018-06,2,2.0
GARRETT PARK,MD,2018,7,2018-07,3,3.0
GARRETT PARK,MD,2018,8,2018-08,1,1.0
GARRETT PARK,MD,2018,11,2018-11,5,5.0
GARRETT PARK,MD,2019,1,2019-01,1,1.0
GARRETT PARK,MD,2019,2,2019-02,1,1.0
GARRETT PARK,MD,2019,3,2019-03,1,1.0
GARRETT PARK,MD,2019,5,2019-05,1,1.0
GARRETT PARK,MD,2019,6,2019-06,3,3.0
GARRETT PARK,MD,2019,7,2019-07,4,4.0
GARRETT PARK,MD,2019,8,2019-08,5,5.0
GARRETT PARK,MD,2019,9,2019-09,1,1.0
GARRETT PARK,MD,2019,10,2019-10,2,2.0
GARRETT PARK,MD,2019,11,2019-11,2,2.0
GARRETT PARK,MD,2020,1,2020-01,1,1.0
GARRETT PARK,MD,2020,2,2020-02,2,2.0
GARRETT PARK,MD,2020,4,2020-04,3,3.0
GARRETT PARK,MD,2020,6,2020-06,2,2.0
GARRETT PARK,MD,2020,7,2020-07,6,6.0
GARRETT PARK,MD,2020,8,2020-08,1,1.0
GARRETT PARK,MD,2020,9,2020-09,2,2.0
GARRETT PARK,MD,2020,10,2020-10,1,1.0
GARRETT PARK,MD,2020,11,2020-11,5,5.0
GARRETT PARK,MD,2021,1,2021-01,1,1.0
GARRETT PARK,MD,2021,2,2021-02,4,4.0
GARRETT PARK,MD,2021,3,2021-03,1,1.0
GARRETT PARK,MD,2021,5,2021-05,4,4.0
GARRETT PARK,MD,2021,6,2021-06,6,6.0
GARRETT PARK,MD,2021,7,2021-07,1,1.0
GARRETT PARK,MD,2021,8,2021-08,1,1.0
GARRETT PARK,MD,2021,10,2021-10,2,2.0
GARRETT PARK,MD,2021,12,2021-12,2,2.0
GARRETT PARK,MD,2022,2,2022-02,2,2.0
GARRETT PARK,MD,2022,3,2022-03,1,1.0
GARRETT PARK,MD,2022,4,2022-04,3,3.0
GARRETT PARK,MD,2022,6,2022-06,1,1.0
GARRETT PARK,MD,2022,7,2022-07,4,4.0
GARRETT PARK,MD,2022,8,2022-08,4,4.0
GARRETT PARK,MD,2022,10,2022-10,1,1.0
GARRETT PARK,MD,2022,11,2022-11,1,1.0
GARRETT PARK,MD,2022,12,2022-12,2,2.0
GARRETT PARK,MD,2023,2,2023-02,2,2.0
GARRETT PARK,MD,2023,3,2023-03,3,3.0
GARRETT PARK,MD,2023,5,2023-05,1,1.0
GARRETT PARK,MD,2023,6,2023-06,1,1.0
GARRETT PARK,MD,2023,7,2023-07,2,2.0
GARRETT PARK,MD,2023,11,2023-11,1,1.0
GARRETT PARK,MD,2024,1,2024-01,2,2.0
GARRETT PARK,MD,2024,3,2024-03,2,2.0
GARRETT PARK,MD,2024,4,2024-04,2,2.0
GARRETT PARK,MD,2024,5,2024-05,1,1.0
GARRETT PARK,MD,2024,6,2024-06,1,1.0
GARRETT PARK,MD,2024,7,2024-07,2,2.0
GARRETT PARK,MD,2024,8,2024-08,1,1.0
GARRETT PARK,MD,2024,10,2024-10,4,4.0
GARRETT PARK,MD,2024,11,2024-11,3,3.0
GARRETT PARK,MD,2024,12,2024-12,1,1.0
GARRETT PARK,MD,2025,1,2025-01,3,3.0
GARRETT PARK,MD,2025,2,2025-02,1,1.0
GARRETT PARK,MD,2025,3,2025-03,2,2.0
GARRETT PARK,MD,2025,5,2025-05,3,3.0
GARRETT PARK,MD,2025,6,2025-06,2,2.0
GARRETT PARK,MD,2025,7,2025-07,1,1.0
GARRETT PARK,MD,2025,9,2025-09,4,4.0
GARRETT PARK,MD,2025,10,2025-10,1,1.0
GARRETT PARK,MD,2025,11,2025-11,1,1.0
GARRETT PARK,MD,2025,12,2025-12,1,1.0
GARRETT PARK,MD,2026,1,2026-01,1,1.0
GARRETT PARK,MD,2026,3,2026-03,1,1.0
GARRETT PARK,MD,2026,4,2026-04,1,1.0
GERMANTOWN,MD,2016,7,2016-07,366,377.0
GERMANTOWN,MD,2016,8,2016-08,411,422.0
GERMANTOWN,MD,2016,9,2016-09,368,382.0
GERMANTOWN,MD,2016,10,2016-10,376,402.0
GERMANTOWN,MD,2016,11,2016-11,310,312.0
GERMANTOWN,MD,2016,12,2016-12,471,482.0
GERMANTOWN,MD,2017,1,2017-01,378,387.0
GERMANTOWN,MD,2017,2,2017-02,399,403.0
GERMANTOWN,MD,2017,3,2017-03,393,403.0
GERMANTOWN,MD,2017,4,2017-04,331,339.0
GERMANTOWN,MD,2017,5,2017-05,425,435.0
GERMANTOWN,MD,2017,6,2017-06,423,434.0
GERMANTOWN,MD,2017,7,2017-07,427,435.0
GERMANTOWN,MD,2017,8,2017-08,398,407.0
GERMANTOWN,MD,2017,9,2017-09,458,462.0
GERMANTOWN,MD,2017,10,2017-10,497,511.0
GERMANTOWN,MD,2017,11,2017-11,477,493.0
GERMANTOWN,MD,2017,12,2017-12,348,357.0
GERMANTOWN,MD,2018,1,2018-01,415,430.0
GERMANTOWN,MD,2018,2,2018-02,374,383.0
GERMANTOWN,MD,2018,3,2018-03,376,385.0
GERMANTOWN,MD,2018,4,2018-04,474,483.0
GERMANTOWN,MD,2018,5,2018-05,492,499.0
GERMANTOWN,MD,2018,6,2018-06,467,481.0
GERMANTOWN,MD,2018,7,2018-07,470,488.0
GERMANTOWN,MD,2018,8,2018-08,408,418.0
GERMANTOWN,MD,2018,9,2018-09,401,417.0
GERMANTOWN,MD,2018,10,2018-10,439,449.0
GERMANTOWN,MD,2018,11,2018-11,400,418.0
GERMANTOWN,MD,2018,12,2018-12,431,449.0
GERMANTOWN,MD,2019,1,2019-01,374,386.0
GERMANTOWN,MD,2019,2,2019-02,368,385.0
GERMANTOWN,MD,2019,3,2019-03,407,419.0
GERMANTOWN,MD,2019,4,2019-04,402,417.0
GERMANTOWN,MD,2019,5,2019-05,399,416.0
GERMANTOWN,MD,2019,6,2019-06,351,365.0
GERMANTOWN,MD,2019,7,2019-07,376,394.0
GERMANTOWN,MD,2019,8,2019-08,355,368.0
GERMANTOWN,MD,2019,9,2019-09,359,366.0
GERMANTOWN,MD,2019,10,2019-10,345,356.0
GERMANTOWN,MD,2019,11,2019-11,314,322.0
GERMANTOWN,MD,2019,12,2019-12,344,355.0
GERMANTOWN,MD,2020,1,2020-01,359,368.0
GERMANTOWN,MD,2020,2,2020-02,372,382.0
GERMANTOWN,MD,2020,3,2020-03,347,353.0
GERMANTOWN,MD,2020,4,2020-04,276,283.0
GERMANTOWN,MD,2020,5,2020-05,304,320.0
GERMANTOWN,MD,2020,6,2020-06,335,339.0
GERMANTOWN,MD,2020,7,2020-07,340,355.0
GERMANTOWN,MD,2020,8,2020-08,335,343.0
GERMANTOWN,MD,2020,9,2020-09,340,354.0
GERMANTOWN,MD,2020,10,2020-10,333,340.0
GERMANTOWN,MD,2020,11,2020-11,341,351.0
GERMANTOWN,MD,2020,12,2020-12,342,366.0
GERMANTOWN,MD,2021,1,2021-01,343,351.0
GERMANTOWN,MD,2021,2,2021-02,295,302.0
GERMANTOWN,MD,2021,3,2021-03,339,348.0
GERMANTOWN,MD,2021,4,2021-04,299,312.0
GERMANTOWN,MD,2021,5,2021-05,373,381.0
GERMANTOWN,MD,2021,6,2021-06,371,382.0
GERMANTOWN,MD,2021,7,2021-07,390,402.0
GERMANTOWN,MD,2021,8,2021-08,296,302.0
GERMANTOWN,MD,2021,9,2021-09,376,387.0
GERMANTOWN,MD,2021,10,2021-10,398,408.0
GERMANTOWN,MD,2021,11,2021-11,366,372.0
GERMANTOWN,MD,2021,12,2021-12,361,374.0
GERMANTOWN,MD,2022,1,2022-01,289,297.0
GERMANTOWN,MD,2022,2,2022-02,316,327.0
GERMANTOWN,MD,2022,3,2022-03,399,423.0
GERMANTOWN,MD,2022,4,2022-04,383,401.0
GERMANTOWN,MD,2022,5,2022-05,422,441.0
GERMANTOWN,MD,2022,6,2022-06,361,377.0
GERMANTOWN,MD,2022,7,2022-07,353,358.0
GERMANTOWN,MD,2022,8,2022-08,335,350.0
GERMANTOWN,MD,2022,9,2022-09,367,374.0
GERMANTOWN,MD,2022,10,2022-10,379,389.0
GERMANTOWN,MD,2022,11,2022-11,364,374.0
GERMANTOWN,MD,2022,12,2022-12,349,367.0
GERMANTOWN,MD,2023,1,2023-01,362,375.0
GERMANTOWN,MD,2023,2,2023-02,315,320.0
GERMANTOWN,MD,2023,3,2023-03,360,373.0
GERMANTOWN,MD,2023,4,2023-04,379,407.0
GERMANTOWN,MD,2023,5,2023-05,384,397.0
GERMANTOWN,MD,2023,6,2023-06,393,405.0
GERMANTOWN,MD,2023,7,2023-07,328,340.0
GERMANTOWN,MD,2023,8,2023-08,294,306.0
GERMANTOWN,MD,2023,9,2023-09,262,271.0
GERMANTOWN,MD,2023,10,2023-10,311,318.0
GERMANTOWN,MD,2023,11,2023-11,290,311.0
GERMANTOWN,MD,2023,12,2023-12,296,312.0
GERMANTOWN,MD,2024,1,2024-01,271,281.0
GERMANTOWN,MD,2024,2,2024-02,272,290.0
GERMANTOWN,MD,2024,3,2024-03,355,369.0
GERMANTOWN,MD,2024,4,2024-04,403,420.0
GERMANTOWN,MD,2024,5,2024-05,462,474.0
GERMANTOWN,MD,2024,6,2024-06,376,392.0
GERMANTOWN,MD,2024,7,2024-07,335,343.0
GERMANTOWN,MD,2024,8,2024-08,353,363.0
GERMANTOWN,MD,2024,9,2024-09,387,394.0
GERMANTOWN,MD,2024,10,2024-10,357,374.0
GERMANTOWN,MD,2024,11,2024-11,315,323.0
GERMANTOWN,MD,2024,12,2024-12,364,374.0
GERMANTOWN,MD,2025,1,2025-01,349,355.0
GERMANTOWN,MD,2025,2,2025-02,304,312.0
GERMANTOWN,MD,2025,3,2025-03,402,416.0
GERMANTOWN,MD,2025,4,2025-04,361,369.0
GERMANTOWN,MD,2025,5,2025-05,404,427.0
GERMANTOWN,MD,2025,6,2025-06,379,391.0
GERMANTOWN,MD,2025,7,2025-07,337,358.0
GERMANTOWN,MD,2025,8,2025-08,403,421.0
GERMANTOWN,MD,2025,9,2025-09,398,405.0
GERMANTOWN,MD,2025,10,2025-10,330,338.0
GERMANTOWN,MD,2025,11,2025-11,321,338.0
GERMANTOWN,MD,2025,12,2025-12,342,359.0
GERMANTOWN,MD,2026,1,2026-01,296,300.0
GERMANTOWN,MD,2026,2,2026-02,296,301.0
GERMANTOWN,MD,2026,3,2026-03,313,326.0
GERMANTOWN,MD,2026,4,2026-04,273,281.0
GERMANTOWN,MD,2026,5,2026-05,341,356.0
GERMANTOWN,MD,2026,6,2026-06,300,316.0
GERMANTOWN,MD,2026,7,2026-07,25,27.0
GLEN ECHO,MD,2016,7,2016-07,1,1.0
GLEN ECHO,MD,2016,9,2016-09,2,2.0
GLEN ECHO,MD,2016,10,2016-10,2,2.0
GLEN ECHO,MD,2016,11,2016-11,1,1.0
GLEN ECHO,MD,2017,2,2017-02,1,1.0
GLEN ECHO,MD,2017,5,2017-05,1,1.0
GLEN ECHO,MD,2017,6,2017-06,7,7.0
GLEN ECHO,MD,2017,8,2017-08,1,1.0
GLEN ECHO,MD,2018,3,2018-03,1,1.0
GLEN ECHO,MD,2018,7,2018-07,2,2.0
GLEN ECHO,MD,2018,9,2018-09,3,3.0
GLEN ECHO,MD,2019,1,2019-01,1,1.0
GLEN ECHO,MD,2019,2,2019-02,1,1.0
GLEN ECHO,MD,2019,3,2019-03,1,1.0
GLEN ECHO,MD,2019,4,2019-04,1,1.0
GLEN ECHO,MD,2019,5,2019-05,1,1.0
GLEN ECHO,MD,2019,6,2019-06,1,1.0
GLEN ECHO,MD,2019,8,2019-08,2,2.0
GLEN ECHO,MD,2019,9,2019-09,1,1.0
GLEN ECHO,MD,2019,10,2019-10,1,1.0
GLEN ECHO,MD,2020,6,2020-06,4,4.0
GLEN ECHO,MD,2020,8,2020-08,1,1.0
GLEN ECHO,MD,2020,12,2020-12,1,1.0
GLEN ECHO,MD,2021,1,2021-01,2,2.0
GLEN ECHO,MD,2021,5,2021-05,2,2.0
GLEN ECHO,MD,2021,7,2021-07,1,1.0
GLEN ECHO,MD,2021,9,2021-09,1,1.0
